store_name,product_name,category,inventory_level,reorder_point,gap_to_reorder_point,urgency,recommendation
Chandigarh High Street Store,Shampoo 500ml Classic,Beauty,60.0,61,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Guwahati Mall Outlet,Dog Food 3kg Mini,Pet Supplies,37.0,38,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Ranchi Mall Outlet,Sunflower Oil 1L,Groceries,54.0,55,1.0,🟢 Low — Standard Reorder,Reorder immediately
Chennai T Nagar Store,Kurta Set,Clothing,41.0,42,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Guwahati Mall Outlet,Cargo Pants,Clothing,39.0,40,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Chennai T Nagar Store,Power Bank Classic,Electronics,37.0,38,1.0,🟢 Low — Standard Reorder,Reorder immediately
Ranchi Mall Outlet,File Folder Pack Plus,Stationery,49.0,50,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Mumbai Andheri Store,Pasta 500g,Groceries,58.0,59,1.0,🟢 Low — Standard Reorder,Reorder immediately
Hyderabad Central Plaza,Pet Shampoo Plus,Pet Supplies,96.0,97,1.0,🟢 Low — Standard Reorder,Reorder immediately
Delhi Connaught Place Store,Bar Stool,Furniture,57.0,58,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nashik Station Road Store,Printer Paper Ream Classic,Stationery,41.0,42,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nagpur Station Road Store,Bookshelf 5-Tier,Furniture,55.0,56,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nashik Station Road Store,File Folder Pack,Stationery,39.0,40,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Guwahati Mall Outlet,School Bag Plus,Stationery,81.0,82,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Visakhapatnam Downtown Store,Memory Card 64GB,Electronics,49.0,50,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Coimbatore City Centre Store,Doll House Mini,Toys,80.0,81,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Vadodara MG Road Store,Bird Cage Plus,Pet Supplies,38.0,39,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Chandigarh High Street Store,Wall Art Canvas Classic,Home Decor,48.0,49,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Surat Ring Road Store,Fish Tank Filter Plus,Pet Supplies,87.0,88,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Ludhiana Central Plaza,Shoe Rack,Furniture,78.0,79,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Vadodara MG Road Store,Dumbbell Set Classic,Sports,82.0,83,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Surat Ring Road Store,Puzzle 500pc,Toys,69.0,70,1.0,🟠 High — Expedite Supplier Follow-up,Reorder immediately + Expedite supplier follow-up
Nashik Station Road Store,Cotton T-Shirt,Clothing,77.0,78,1.0,🟢 Low — Standard Reorder,Reorder immediately
Hyderabad Central Plaza,File Folder Pack Classic,Stationery,32.0,33,1.0,🟢 Low — Standard Reorder,Reorder immediately
